Median House Price,Median Income,Median Age,Total Rooms,Total Bedrooms,Population,Total Houses,Latitude,Longitude,Rate
198000,4.31,52,859,157,429,158,37.8,-122,
201000,3.34,52,970,217,528,208,37.8,-122,
191000,2.92,52,1050,239,496,216,37.8,-122,
208000,2.68,52,1410,280,718,265,37.8,-122,
215000,3.77,52,1220,264,630,265,37.8,-122,
213000,3.94,45,1170,263,723,286,37.8,-122,
293000,5.26,13,2020,535,959,486,37.8,-122,
275000,2.54,30,4150,869,3670,855,37.8,-122,
200000,2.64,42,2040,368,2040,355,37.8,-122,
173000,2.58,29,5150,1390,3740,1270,37.8,-122,
102000,1.94,42,1240,309,821,300,37.8,-122,
221000,2.97,52,1470,363,870,347,37.8,-122,
243000,3.75,27,4000,1070,1900,966,37.8,-122,
265000,5.17,18,2870,763,1240,663,37.8,-122,
219000,2.51,50,1490,306,730,327,37.8,-122,
282000,2.97,52,1670,350,793,299,37.8,-122,
372000,5.53,52,2250,388,1030,434,37.8,-122,
226000,4.17,52,1730,377,872,363,37.8,-122,
221000,2.71,52,1710,481,849,457,37.8,-122,
235000,3.33,52,2390,559,1120,518,37.8,-122,
254000,3.27,52,2160,458,872,445,37.8,-122,
352000,4.78,52,1570,315,637,297,37.8,-122,
275000,4.23,52,1700,371,663,340,37.8,-122,
405000,3.36,52,1210,168,411,172,37.8,-122,
228000,2.99,52,2100,444,915,413,37.8,-122,
234000,2.88,52,1850,479,921,477,37.8,-122,
163000,2.39,43,955,284,585,266,37.8,-122,
243000,2.98,43,4330,1110,2090,1050,37.8,-122,
274000,5.1,52,3010,542,1300,535,37.8,-122,
249000,4.15,52,1050,185,374,176,37.8,-122,
244000,3.48,52,2500,516,979,472,37.8,-122,
241000,2.68,52,1850,471,827,446,37.8,-122,
306000,5.75,52,1710,246,658,253,37.8,-122,
240000,3.96,50,1540,289,654,268,37.8,-122,
247000,4.95,45,891,155,384,146,37.8,-122,
287000,4.87,27,4050,753,1500,797,37.8,-122,
267000,3.07,52,2650,581,1130,522,37.8,-122,
230000,3.67,49,2430,525,1110,492,37.8,-122,
229000,4.61,52,2570,436,1120,415,37.8,-122,
228000,4.52,21,7030,1250,2930,1240,37.7,-122,
206000,4.46,25,1910,365,897,390,37.7,-122,
351000,7.61,5,18600,2890,7430,2720,37.7,-122,
231000,3.27,31,5790,1380,2970,1310,37.7,-122,
253000,3.57,52,2880,648,1340,632,37.8,-122,
354000,3.69,28,6910,1550,2970,1480,37.7,-122,
292000,4.77,23,5680,1270,2690,1150,37.8,-122,
100000,3.2,20,1160,365,583,326,37.8,-122,
342000,7.26,12,14300,2050,5780,2010,37.8,-122,
413000,7.06,5,3600,467,1740,512,37.7,-122,
249000,4.63,36,3540,570,1480,529,37.7,-122,
255000,5.3,40,1810,302,746,270,37.7,-122,
242000,4.98,36,2880,480,1240,455,37.7,-122,
295000,5.48,26,3200,477,1410,484,37.7,-122,
340000,6.19,31,3870,531,1370,521,37.7,-122,
275000,5.62,32,2480,368,1050,367,37.7,-122,
239000,5.46,35,2210,350,1000,365,37.7,-122,
266000,5.15,35,2660,387,1090,367,37.7,-122,
330000,5.84,30,2600,366,922,350,37.7,-122,
207000,4.65,36,4570,824,1950,819,37.7,-122,
209000,4.38,25,2970,622,1410,595,37.7,-122,
196000,3.72,30,3120,625,1440,568,37.7,-122,
254000,5.29,31,1840,282,749,269,37.7,-122,
242000,4.34,31,2050,336,867,329,37.7,-122,
253000,5.21,27,6740,1070,2720,1040,37.7,-122,
264000,6,30,1750,269,731,263,37.7,-122,
227000,5.05,38,1660,295,781,301,37.7,-122,
221000,4.82,38,3720,657,1780,652,37.7,-122,
259000,5.25,32,2720,447,1160,410,37.7,-122,
233000,4.13,39,1420,272,645,277,37.7,-122,
232000,4.6,37,1890,310,821,315,37.7,-122,
209000,3.52,33,3910,790,1910,770,37.7,-122,
223000,3,32,3400,736,1490,694,37.7,-122,
210000,3.49,25,3400,758,1650,710,37.7,-122,
208000,2.99,33,4410,1110,2240,1050,37.7,-122,
204000,2.54,29,2300,618,1020,552,37.7,-122,
196000,3.3,36,2350,499,1110,467,37.7,-122,
191000,3.1,31,5910,1310,3000,1300,37.7,-122,
181000,2.85,43,1580,324,740,284,37.7,-122,
185000,3.35,42,1410,274,629,244,37.7,-122,
191000,2.4,37,848,202,314,205,37.7,-122,
242000,3.53,15,3050,685,1480,668,37.7,-122,
188000,4.8,20,4300,817,1730,800,37.7,-122,
184000,3.85,52,2900,557,1340,550,37.7,-122,
204000,4.07,52,1070,201,440,192,37.7,-122,
252000,4.6,51,2620,403,922,393,37.7,-122,
188000,2.2,49,1490,316,611,288,37.7,-122,
198000,4.12,52,2260,416,994,412,37.7,-122,
219000,3.95,52,1390,223,545,230,37.7,-122,
275000,4.91,52,1030,129,317,143,37.7,-122,
245000,2.84,45,3760,819,1570,736,37.7,-122,
178000,3.25,46,2160,470,925,435,37.7,-122,
172000,2.83,49,1700,408,768,385,37.7,-122,
183000,3.72,52,1560,289,620,292,37.7,-122,
175000,2.56,52,1110,206,425,207,37.7,-122,
157000,3.8,45,1500,313,1000,305,37.7,-122,
158000,3.38,45,726,147,519,135,37.7,-122,
180000,3.24,38,890,200,481,198,37.7,-122,
206000,4.03,36,2640,533,1210,519,37.7,-122,
179000,3.39,35,2560,554,1400,525,37.7,-122,
263000,5.55,36,361,69,158,58,37.7,-122,
165000,3.37,42,3010,659,1820,664,37.7,-122,
160000,3.53,46,1370,284,766,289,37.7,-122,
158000,3.66,5,1690,398,814,328,37.7,-122,
145000,2.88,38,1010,245,618,239,37.7,-122,
166000,4.02,43,3780,814,2140,789,37.7,-122,
191000,4.56,37,1510,242,632,253,37.7,-122,
175000,3.46,36,666,132,366,134,37.7,-122,
138000,3.34,10,2230,601,877,485,37.7,-122,
142000,2.19,28,2220,587,830,573,37.7,-122,
211000,2.91,31,1620,372,739,379,37.7,-122,
198000,3.38,47,1190,251,540,266,37.7,-122,
157000,2.81,29,4170,1050,2020,962,37.7,-122,
265000,5,52,2020,320,823,334,37.7,-122,
218000,3.07,38,1720,394,711,353,37.7,-122,
235000,3.81,43,2260,390,931,368,37.7,-122,
342000,6.91,33,2000,268,686,270,37.7,-122,
367000,7.91,26,2860,394,1030,397,37.7,-122,
244000,3.84,35,2180,383,976,392,37.7,-122,
168000,4,35,1040,207,552,210,37.7,-122,
371000,6.51,25,1130,153,340,171,37.7,-122,
219000,3.52,39,786,132,288,132,37.7,-122,
203000,2.98,45,1400,253,555,248,37.7,-122,
186000,3.52,45,2320,451,1010,444,37.7,-122,
189000,3.11,44,1610,339,776,346,37.7,-122,
180000,3.58,44,1420,298,609,270,37.7,-122,
203000,3.17,18,5780,1530,2440,1350,37.7,-122,
182000,2.61,27,3090,866,1360,789,37.7,-122,
167000,3.69,18,3910,1010,2200,1040,37.7,-122,
184000,3.46,43,3050,557,1330,544,37.7,-122,
218000,3.9,19,3520,710,1810,703,37.7,-122,
192000,4.02,36,998,178,531,183,37.7,-122,
195000,3.55,36,1460,244,672,261,37.7,-122,
187000,4.59,17,1460,292,695,330,37.7,-122,
223000,2.63,21,4120,1050,2160,998,37.7,-122,
271000,3.4,17,2380,769,1220,643,37.7,-122,
194000,3.97,36,1270,228,606,239,37.7,-122,
190000,5,36,2240,391,1200,379,37.7,-122,
189000,4.47,38,1570,317,874,301,37.7,-122,
185000,3.66,38,1250,221,637,222,37.7,-122,
197000,3.89,36,1500,287,703,276,37.7,-122,
193000,3.46,36,1470,252,733,229,37.7,-122,
192000,3.78,36,1120,219,625,228,37.7,-122,
195000,2.99,36,1100,208,568,225,37.7,-122,
194000,4.44,36,1720,303,836,311,37.7,-122,
203000,4,24,1760,365,952,362,37.7,-122,
83300,2.39,16,1690,348,568,352,37.7,-122,
213000,4.76,24,2260,391,1130,366,37.7,-122,
188000,5.49,5,2090,407,840,401,37.7,-122,
206000,4.4,36,1480,278,796,283,37.7,-122,
193000,4.01,36,1550,273,863,267,37.7,-122,
205000,4.39,35,2630,447,1350,486,37.7,-122,
213000,4.28,30,2260,443,929,383,37.7,-122,
184000,5.13,39,1670,308,957,335,37.7,-122,
178000,3,37,2140,535,1090,555,37.7,-122,
219000,3.64,27,3340,613,1490,607,37.7,-122,
183000,2.8,31,3180,716,1560,628,37.7,-122,
157000,2.95,44,2340,500,1260,485,37.7,-122,
158000,3.44,30,1200,269,695,279,37.7,-122,
162000,2.88,34,1130,278,560,237,37.7,-122,
152000,3.03,38,1160,284,632,289,37.7,-122,
145000,2.68,41,3500,787,1850,750,37.7,-122,
180000,2.99,17,2490,617,1290,538,37.7,-122,
179000,4.1,35,2680,508,1580,536,37.7,-122,
160000,2.58,19,2500,635,1570,579,37.7,-122,
161000,2.16,23,1690,461,828,443,37.7,-122,
170000,2.33,29,1300,306,835,338,37.7,-122,
138000,2.42,19,2690,789,1770,724,37.7,-122,
178000,3.91,41,746,145,387,161,37.7,-122,
155000,2.65,37,2440,651,1560,618,37.7,-122,
161000,3.46,42,1470,310,768,309,37.7,-122,
167000,2.4,10,2230,560,1140,472,37.7,-122,
340000,6.5,20,200,25,83,31,37.7,-122,
431000,6.06,32,1280,194,485,171,37.6,-122,
301000,3.9,6,2450,590,1190,573,37.6,-122,
242000,4.78,21,1310,236,586,249,37.6,-122,
163000,3.28,5,3790,936,2240,792,37.6,-122,
299000,5.32,10,2030,357,867,352,37.7,-122,
316000,6.26,10,8300,1330,3830,1290,37.6,-122,
217000,5.17,23,7520,1280,3830,1290,37.7,-122,
218000,3.25,36,1820,426,1280,431,37.7,-122,
170000,3.18,30,5370,1210,2670,1050,37.7,-122,
275000,2.42,26,1170,370,253,137,37.7,-122,
184000,2.66,26,2610,682,1400,607,37.7,-122,
160000,0.96,29,493,168,233,152,37.7,-122,
175000,2.34,48,1250,305,673,308,37.7,-122,
198000,3.51,41,1380,353,704,314,37.7,-122,
150000,3.31,43,500,110,273,120,37.7,-122,
206000,2.4,29,2330,538,1120,540,37.7,-122,
170000,2.83,41,1830,463,1110,467,37.7,-122,
191000,2.52,43,1420,348,569,293,37.7,-122,
197000,3.4,37,1350,342,691,324,37.7,-122,
174000,2.54,37,2120,503,1110,448,37.7,-122,
170000,2.58,37,1980,481,1200,465,37.7,-122,
181000,3.1,38,1780,413,1060,400,37.7,-122,
151000,2.96,34,3660,897,2480,903,37.7,-122,
167000,3.13,31,1890,428,1160,389,37.7,-122,
149000,2.95,35,1960,484,1150,448,37.7,-122,
196000,4.38,40,1550,253,724,267,37.7,-122,
191000,4.04,37,2410,394,975,375,37.7,-122,
188000,3.8,36,2110,389,952,370,37.7,-122,
181000,3.48,45,2180,401,1160,399,37.7,-122,
183000,4.06,45,2460,445,1130,422,37.7,-122,
179000,4.2,44,2150,399,1180,401,37.7,-122,
179000,3.6,43,1680,340,924,328,37.7,-122,
210000,4.27,35,2980,518,1420,538,37.7,-122,
192000,4.24,34,3040,533,1370,500,37.7,-122,
198000,5.58,35,2470,398,1170,390,37.7,-122,
196000,4.07,36,1490,249,641,243,37.7,-122,
182000,3.17,38,2010,347,880,332,37.7,-122,
187000,4.79,37,3340,569,1640,557,37.7,-122,
188000,4.81,37,3160,534,1500,543,37.7,-122,
184000,3.87,40,1750,318,914,317,37.7,-122,
185000,3.94,33,3430,681,1800,694,37.7,-122,
180000,3.24,42,3590,703,1630,665,37.7,-122,
167000,3.09,38,1040,247,599,224,37.7,-122,
165000,3.06,32,3030,811,2040,703,37.7,-122,
154000,2.7,33,2430,655,1850,603,37.7,-122,
154000,3.11,39,2070,500,1410,478,37.7,-122,
135000,3.47,40,1340,313,766,271,37.7,-122,
158000,2.22,39,1160,259,725,274,37.7,-122,
241000,6.11,32,2020,318,1020,340,37.7,-122,
181000,4.27,22,3880,816,1830,743,37.7,-122,
231000,3.25,27,3240,671,1470,616,37.7,-122,
211000,3.24,28,2930,739,1200,624,37.7,-122,
165000,3.88,38,2100,409,1040,394,37.7,-122,
254000,6.05,29,1690,251,690,242,37.7,-122,
333000,6.82,18,3000,419,1160,415,37.7,-122,
350000,6.35,23,2420,348,1070,384,37.7,-122,
161000,2.67,28,2280,610,1260,587,37.7,-122,
179000,3.88,21,5030,1170,2460,1040,37.7,-122,
154000,2.56,33,1550,372,1060,356,37.7,-122,
162000,3.02,31,3300,790,2180,740,37.6,-122,
162000,2.77,17,5020,1440,3070,1300,37.6,-122,
165000,3.68,35,1810,393,1090,374,37.6,-122,
167000,2.14,37,2000,436,1350,437,37.7,-122,
150000,3.73,37,901,191,599,206,37.7,-122,
162000,3.88,35,686,142,480,149,37.7,-122,
153000,3.05,33,1950,464,1290,448,37.7,-122,
195000,2.82,27,2630,722,1410,634,37.6,-122,
191000,4.39,35,1130,192,543,184,37.6,-122,
194000,4.71,35,1180,200,572,194,37.6,-122,
201000,4.69,34,656,115,342,112,37.7,-122,
150000,3.21,29,2540,643,2330,603,37.7,-122,
185000,4.28,36,1310,225,768,234,37.7,-122,
173000,4.13,36,1760,316,913,299,37.7,-122,
174000,3.09,35,2840,652,1730,643,37.7,-122,
194000,4.54,25,2540,494,1190,501,37.6,-122,
207000,4.66,28,1780,311,735,278,37.6,-122,
205000,4.44,31,1800,327,796,319,37.6,-122,
175000,4.53,36,410,76,252,82,37.6,-122,
138000,2.38,26,162,27,86,25,37.6,-122,
187000,3.82,18,9960,2030,5610,1950,37.6,-122,
174000,4.53,35,2360,458,1730,467,37.6,-122,
163000,4.35,19,862,167,407,183,37.7,-122,
332000,3.49,18,4340,808,2040,734,37.6,-122,
198000,5.23,31,1490,280,854,301,37.6,-122,
198000,3.67,8,3590,849,1910,746,37.6,-122,
228000,3.89,40,432,102,264,77,37.6,-122,
190000,3.92,34,1460,242,735,249,37.6,-122,
184000,3.91,32,1580,284,836,292,37.6,-122,
181000,3.79,29,2170,435,1380,408,37.6,-122,
172000,3.8,36,1340,245,789,248,37.6,-122,
178000,5.73,36,1120,199,662,226,37.6,-122,
173000,4.11,36,1890,307,853,271,37.6,-122,
173000,5.28,36,1180,212,664,200,37.6,-122,
182000,3.35,30,5270,1250,4070,1110,37.6,-122,
180000,3.14,23,1900,440,1110,418,37.6,-122,
176000,3.76,31,767,171,548,185,37.6,-122,
193000,4.25,33,691,127,431,149,37.6,-122,
183000,3.93,36,786,133,463,160,37.6,-122,
135000,2.52,22,5860,1520,5440,1460,37.6,-122,
158000,2.48,27,2780,723,2030,693,37.6,-122,
191000,4.71,25,4520,860,2430,862,37.6,-122,
158000,4.17,37,1470,304,1040,282,37.6,-122,
350000,3.55,20,1660,450,857,430,37.6,-122,
158000,3.8,33,1230,286,848,291,37.6,-122,
146000,3.83,33,1160,252,729,220,37.6,-122,
227000,3.23,33,952,172,369,159,37.6,-122,
199000,4.71,35,2070,352,1000,350,37.6,-122,
221000,4.25,32,2960,547,1470,527,37.6,-122,
209000,6.4,35,1030,173,453,176,37.6,-122,
204000,3.81,35,657,118,328,134,37.6,-122,
193000,3.29,32,1540,324,793,302,37.6,-122,
210000,3.89,35,1300,236,632,204,37.6,-122,
165000,3.73,36,1410,271,1000,281,37.6,-122,
161000,4.01,37,1380,259,808,241,37.6,-122,
187000,4.17,36,1150,216,727,215,37.6,-122,
190000,4.29,35,899,179,455,185,37.6,-122,
157000,3.65,37,1790,364,1530,346,37.6,-122,
157000,2.69,17,2490,518,1140,550,37.6,-122,
168000,3.73,35,1930,376,1180,337,37.6,-122,
178000,4.59,24,2330,465,1400,453,37.6,-122,
209000,3.86,12,6710,1370,3390,1290,37.6,-122,
169000,3.36,23,1940,356,841,364,37.6,-122,
164000,2.9,16,1640,346,705,351,37.6,-122,
165000,4.03,34,1620,293,1150,310,37.6,-122,
157000,4.07,35,517,108,391,107,37.6,-122,
169000,5.36,36,1570,274,992,249,37.6,-122,
174000,4.7,35,1210,221,790,243,37.6,-122,
207000,5.64,27,1830,309,1020,313,37.6,-122,
204000,3.79,26,2260,443,1040,395,37.6,-122,
217000,4.65,9,3670,711,2340,703,37.6,-122,
160000,3.69,36,1630,345,1380,338,37.6,-122,
160000,2.65,31,2160,522,1860,437,37.6,-122,
154000,3.5,32,1300,280,1160,300,37.6,-122,
150000,3.24,32,1300,295,1100,328,37.6,-122,
189000,5.1,33,1520,302,831,268,37.6,-122,
239000,4.39,17,3310,638,1870,602,37.6,-122,
235000,4.63,22,3010,497,1640,514,37.6,-122,
261000,5.04,6,2610,474,1570,433,37.6,-122,
234000,5.87,17,5160,832,3170,817,37.6,-122,
232000,5.32,18,1730,276,1190,310,37.6,-122,
156000,4.24,16,1820,365,1370,355,37.6,-122,
222000,4.83,13,2580,551,1680,528,37.6,-122,
254000,5.52,15,2580,418,1660,410,37.6,-122,
244000,6.51,16,1640,251,1030,267,37.6,-122,
247000,6.07,16,1610,240,1120,268,37.6,-122,
237000,6.01,16,3350,544,2000,488,37.6,-122,
151000,4.62,15,3480,686,2570,653,37.6,-122,
214000,5.22,16,1890,338,1460,344,37.6,-122,
244000,5.34,14,1730,302,1120,273,37.6,-122,
213000,3.75,15,6240,1270,3160,1270,37.6,-122,
215000,4.57,24,2080,383,1490,389,37.6,-122,
213000,3.69,18,1170,333,855,319,37.6,-122,
256000,4.68,16,4370,889,2530,817,37.6,-122,
238000,2.88,2,838,295,240,149,37.6,-122,
178000,3.36,15,3050,760,2100,728,37.6,-122,
232000,5.76,17,4310,717,2630,721,37.6,-122,
148000,2.97,36,385,94,295,92,37.6,-122,
192000,3.9,10,3050,678,2060,628,37.6,-122,
248000,4.61,21,4340,783,2170,789,37.6,-122,
284000,5.72,15,3580,597,1780,559,37.6,-122,
217000,3.68,20,4130,1030,2080,975,37.6,-122,
283000,6.21,31,2880,478,1280,485,37.6,-122,
296000,5.82,6,4410,717,2070,688,37.6,-122,
282000,5.83,14,16200,2990,8120,2850,37.6,-122,
270000,5.63,14,14900,2710,8010,2610,37.6,-122,
231000,5.29,12,5720,1060,3440,1060,37.6,-122,
318000,6.56,8,8650,1410,5020,1380,37.6,-122,
253000,5.68,15,8110,1380,4580,1350,37.6,-122,
278000,6.1,7,10600,1820,6080,1800,37.6,-122,
300000,3.57,5,1150,311,648,245,37.5,-122,
274000,6.08,3,14000,2860,7210,2750,37.5,-122,
223000,4.36,23,4330,857,2460,829,37.6,-122,
215000,5.57,35,1720,312,914,316,37.6,-122,
220000,4.9,31,4980,964,2840,924,37.6,-122,
240000,4.7,24,8440,1490,4450,1490,37.6,-122,
158000,4.43,6,3030,778,1530,736,37.6,-122,
224000,3.3,26,2070,532,1430,495,37.5,-122,
177000,4.57,33,1330,274,909,267,37.5,-122,
216000,3.82,24,2560,485,1170,501,37.6,-122,
270000,5,18,5510,1010,2640,971,37.6,-122,
231000,4.34,20,6460,1290,3290,1240,37.6,-122,
163000,4.14,4,3750,993,1610,838,37.5,-122,
254000,4.81,13,8920,1820,4520,1770,37.6,-122,
196000,4.63,31,1950,344,986,322,37.5,-122,
189000,3.17,17,4920,1250,3080,1180,37.5,-122,
221000,3.13,17,5130,1380,3390,1340,37.5,-122,
214000,2.91,16,6650,2100,4650,1900,37.5,-122,
443000,8.4,15,5670,748,2410,714,37.6,-122,
333000,6.65,21,10700,1540,4550,1520,37.5,-122,
352000,6.63,25,1350,192,596,220,37.5,-122,
305000,6.22,27,3720,526,1630,538,37.5,-122,
260000,5.76,33,2100,342,941,304,37.5,-122,
249000,4.66,29,3520,645,1720,585,37.5,-122,
356000,6.76,31,2540,382,1070,410,37.5,-122,
236000,3.99,14,5110,1210,2740,1110,37.5,-122,
219000,4.3,23,2220,475,1280,492,37.5,-122,
228000,4.96,28,2950,529,1540,545,37.5,-122,
236000,2.62,18,2380,652,1250,586,37.5,-122,
203000,4.71,28,2310,496,1340,467,37.5,-122,
197000,4.75,35,2280,420,1350,413,37.5,-122,
236000,5.43,26,2510,387,1270,406,37.5,-122,
223000,4.6,28,2830,566,1610,540,37.5,-122,
223000,4.19,26,3180,703,2140,639,37.5,-122,
225000,5.39,26,2330,371,1290,404,37.5,-122,
240000,3.94,18,3580,715,1670,661,37.5,-122,
228000,5.33,28,3050,507,1770,516,37.5,-122,
269000,4.84,28,2410,415,1110,453,37.5,-122,
275000,5.16,29,4130,744,2020,749,37.5,-122,
256000,4.92,34,2790,495,1280,468,37.5,-122,
332000,4.16,27,6100,1250,3030,1130,37.5,-122,
288000,5,32,2570,406,1130,395,37.5,-122,
299000,5.83,26,1910,371,852,357,37.5,-122,
288000,5.71,27,1890,303,889,314,37.5,-122,
222000,5.04,25,5410,939,2830,923,37.5,-122,
233000,4.53,26,3760,623,1780,613,37.5,-122,
258000,5.44,25,3330,511,1670,504,37.5,-122,
231000,5.08,23,4930,948,2530,894,37.5,-122,
197000,5.23,33,3990,764,2720,763,37.5,-122,
224000,4.41,22,5810,1130,3220,1090,37.5,-122,
224000,5.24,26,4210,741,2350,734,37.5,-122,
244000,4.75,27,5530,973,2860,960,37.5,-122,
451000,8.4,7,28300,3860,12200,3700,37.5,-122,
500000,9.72,9,4910,577,1980,591,37.5,-122,
193000,5.16,10,7440,1590,3570,1470,37.5,-122,
264000,5.38,23,4310,676,1970,623,37.5,-122,
247000,6.09,26,2020,322,1110,357,37.5,-122,
337000,6.87,13,5380,744,2760,760,37.5,-122,
285000,6.99,22,9170,1370,4320,1400,37.5,-122,
217000,4.91,26,3090,532,1600,483,37.5,-122,
292000,4.44,23,3170,532,1450,515,37.5,-122,
224000,4.95,26,2150,369,1290,377,37.5,-122,
223000,5.29,25,4210,731,2570,703,37.5,-122,
211000,5.13,23,4250,835,2360,823,37.5,-122,
219000,3.97,25,4460,922,3000,890,37.5,-122,
156000,3.17,17,407,97,307,100,37.5,-122,
248000,5.08,20,6480,1070,3530,1060,37.5,-122,
186000,4.82,35,1870,343,1210,338,37.5,-122,
178000,4.14,6,2920,672,1910,639,37.5,-122,
190000,3.74,34,2320,478,1520,467,37.5,-122,
210000,3.54,31,1240,264,719,236,37.5,-122,
208000,5.07,16,4460,856,3040,870,37.5,-122,
183000,3.26,18,1750,437,1270,404,37.5,-122,
246000,6.07,19,4570,712,2350,709,37.5,-122,
242000,5.71,21,4280,673,2220,681,37.5,-122,
182000,4.99,7,6350,1390,3220,1320,37.5,-122,
299000,5.14,4,7480,1580,2940,1510,37.7,-122,
220000,5.35,22,4640,716,2300,687,37.7,-122,
232000,5.72,25,4380,668,2040,671,37.7,-122,
221000,4.47,26,3820,637,1940,642,37.7,-122,
214000,4.91,26,2810,459,1450,444,37.7,-122,
206000,4.23,26,4820,845,2290,805,37.7,-122,
271000,5.01,15,6470,1030,2480,970,37.7,-122,
337000,7.25,6,8070,1050,3390,1060,37.7,-122,
316000,5.14,46,1280,209,512,208,37.6,-122,
500000,8.33,24,3170,424,1080,400,37.7,-122,
285000,7.32,13,3740,555,1590,559,37.7,-122,
323000,6.5,18,7400,1140,3130,1120,37.7,-122,
292000,7.22,23,1660,223,706,219,37.7,-122,
226000,4.41,3,2460,582,793,456,37.7,-122,
260000,5.93,23,2180,308,926,299,37.7,-122,
263000,6.18,20,1800,254,831,260,37.7,-122,
257000,5.82,18,3630,547,1700,520,37.7,-122,
259000,6.31,18,2880,423,1400,427,37.7,-122,
340000,6.34,12,7490,1210,3330,1140,37.7,-122,
337000,7.33,23,2230,270,854,286,37.7,-122,
334000,6.29,22,1900,239,734,245,37.7,-122,
312000,6.52,16,4070,624,1540,577,37.7,-122,
297000,6.45,25,2240,301,937,324,37.7,-122,
248000,6.06,20,2950,471,1180,474,37.7,-122,
300000,6.53,19,2030,288,852,295,37.7,-122,
332000,7.26,15,2130,273,876,285,37.7,-122,
390000,7.44,7,9540,1290,3930,1230,37.7,-122,
233000,3.11,29,2700,680,1360,642,37.7,-122,
239000,2.49,39,522,116,161,102,37.7,-122,
233000,5.07,52,775,134,315,123,37.7,-122,
231000,2.12,3,1570,464,769,461,37.7,-122,
476000,11,20,1310,184,514,172,37.6,-122,
393000,7.07,13,5520,833,2440,825,37.6,-122,
247000,5.5,10,4340,800,1810,743,37.7,-122,
229000,4.99,28,1810,294,853,278,37.7,-122,
283000,6.81,4,4720,741,1900,742,37.7,-122,
301000,5.64,14,4240,701,1830,663,37.7,-122,
293000,4.16,22,3630,664,1700,640,37.7,-122,
279000,5.75,27,1570,242,583,214,37.7,-122,
353000,5.64,13,13200,2070,4850,1950,37.7,-122,
400000,10.3,43,228,40,83,42,37.7,-122,
375000,4.35,47,127,23,51,21,37.7,-122,
314000,6.68,13,9620,1340,4390,1390,37.7,-122,
139000,3.62,4,6160,1510,2650,1240,37.7,-122,
328000,7.36,16,4290,554,1950,576,37.6,-122,
431000,5.72,26,1790,306,771,279,37.6,-122,
125000,4.21,32,404,74,144,58,37.8,-122,
450000,6.1,17,1670,352,729,252,37.7,-122,
200000,3.99,12,5610,1050,2600,1070,37.7,-122,
192000,4.86,11,12100,2220,5830,2130,37.7,-122,
419000,9.15,25,494,81,254,85,37.7,-122,
217000,4.74,22,5530,943,2470,910,37.7,-122,
216000,5.43,17,3960,639,2220,662,37.7,-122,
228000,4.94,12,1910,351,802,319,37.7,-122,
184000,3.38,29,3430,711,1920,709,37.7,-122,
158000,3.55,36,1690,372,950,372,37.7,-122,
175000,3.36,34,2360,498,1160,461,37.7,-122,
168000,4.35,35,2850,588,1760,572,37.7,-122,
188000,4.54,25,6300,1080,3200,1050,37.7,-122,
257000,5.71,9,3980,736,1710,679,37.7,-122,
184000,3.72,26,2650,536,1420,522,37.7,-122,
183000,5.24,35,1760,299,702,263,37.7,-122,
178000,4.24,35,1860,357,1190,349,37.7,-122,
187000,3.19,32,1080,207,555,197,37.7,-122,
239000,5.45,17,20400,3490,8770,3290,37.7,-122,
173000,3.02,17,3110,872,1390,680,37.7,-122,
179000,2.67,44,495,112,277,109,37.7,-122,
204000,3.73,52,2160,418,929,419,37.7,-122,
209000,4.68,41,1500,299,629,288,37.7,-122,
264000,5.79,20,8070,1220,3490,1260,37.7,-122,
350000,6.37,6,3020,518,1230,468,37.7,-122,
200000,5.26,26,2210,344,1020,321,37.7,-122,
211000,6.08,26,2160,339,947,346,37.7,-122,
201000,4.86,28,1770,278,804,269,37.7,-122,
193000,3.85,25,1950,418,900,354,37.7,-122,
245000,5.98,22,14700,2210,6690,2230,37.7,-122,
118000,2.45,17,1360,282,338,152,38.7,-120,
97900,2.24,15,2060,465,573,196,38.7,-120,
141000,3.15,16,3050,543,202,102,38.5,-120,
121000,3.46,14,3550,702,946,411,38.5,-121,
119000,3,13,2940,558,1090,466,38.5,-121,
129000,3.2,16,1440,249,435,181,38.5,-121,
99100,2.52,17,2280,474,767,356,38.5,-121,
109000,2.35,18,1560,357,618,277,38.4,-121,
112000,3.01,15,4400,891,1100,433,38.5,-120,
68900,2.05,34,1130,254,495,187,38.5,-121,
96400,3.13,23,1000,195,369,157,38.5,-121,
117000,2.65,10,1780,337,638,262,38.5,-121,
124000,3.5,17,1520,309,607,240,38.5,-121,
97900,2.55,25,1370,297,657,288,38.5,-121,
130000,3.91,40,1390,246,546,214,38.4,-121,
121000,4.29,13,1470,265,597,228,38.4,-121,
107000,3.34,15,1250,234,529,216,38.5,-121,
122000,4.3,16,1750,322,4930,287,38.4,-121,
113000,2.81,28,4000,765,1610,698,38.4,-121,
99100,3.55,27,3470,653,1790,600,38.3,-121,
103000,3.26,18,2790,492,1190,438,38.3,-121,
114000,3.29,13,2080,449,834,305,38.3,-121,
144000,3.05,17,5650,1090,2240,953,38.4,-121,
129000,2.31,15,4220,816,1740,743,38.4,-121,
157000,2.52,9,1790,347,806,306,38.4,-121,
119000,3.17,18,2140,420,985,381,38.4,-121,
117000,2.61,23,1540,305,730,267,38.4,-121,
135000,2.74,15,3750,691,1440,603,38.4,-121,
110000,2.72,19,3270,614,1250,566,38.4,-121,
